Movie Name,Rating,Votes,Duration,Genre
Beautiful Wedding,4.1,4100,100,Comedy
Madgaon Express,7,41000,143,Comedy
Vulgar,6.7,103,103,Comedy
Standing on the Shoulders of Kitties,6.2,488,111,Comedy
"I, the Executioner",6.3,1600,118,Comedy
The Merry Gentlemen,4.8,10000,87,Comedy
Gone Running,7.1,3800,105,Comedy
Arthur's Whisky,4.5,806,94,Comedy
The Underdoggs,5.6,4500,96,Comedy
City Hunter,6.3,5500,102,Comedy
My Spy: The Eternal City,5.7,11000,112,Comedy
Drugstore June,5.3,1700,91,Comedy
That Christmas,6.8,17000,91,Comedy
Thelma the Unicorn,5.7,2900,93,Comedy
A Dog's Will 2,6.3,2700,104,Comedy
Shell,6.7,65,100,Comedy
This Is Me... Now,4.1,7100,65,Comedy
Space Cadet,4.9,9900,110,Comedy
This Time Next Year,5.6,2100,116,Comedy
Street Trash,4.4,744,85,Comedy
The Tiger's Apprentice,5.7,2100,84,Comedy
Am I Racist?,6.7,16000,100,Comedy
When Fall Is Coming,6.8,1300,102,Comedy
Broken Rage,6.1,1200,62,Comedy
Adult Best Friends,7.5,62,90,Comedy
You Are the Apple of My Eye,7.6,3300,101,Comedy
Through My Window: Looking at You,5.4,5100,105,Comedy
Desert Fiends,8.5,380,106,Comedy
Bad Shabbos,7.3,134,84,Comedy
Sweet Dreams,5.4,1400,95,Comedy
Alter weißer Mann,6.2,611,114,Comedy
Spread,5.7,634,112,Comedy
Hot Frosty,5.3,14000,92,Comedy
Sex-Positive,4.1,655,85,Comedy
Arena Wars,5,2000,96,Comedy
Nutcrackers,5.5,9200,104,Comedy
Khel Khel Mein,6.5,27000,135,Comedy
Time Travel Is Dangerous,6.3,87,99,Comedy
Marmalade,6.2,3500,99,Comedy
Between the Temples,6.3,2800,111,Comedy
A Little Something Extra,7,4700,99,Comedy
Bloody Axe Wound,4.8,472,83,Comedy
Treasure,6.3,2000,111,Comedy
200% Wolf,6,1300,98,Comedy
Officer Black Belt,6.8,7900,108,Comedy
Wallbanger,5.7,640,118,Comedy
Simarik,6.4,2300,111,Comedy
The Second Act,6.4,3300,80,Comedy
Seize Them!,5.1,1200,91,Comedy
My Melbourne,7.5,38,100,Comedy
A House on Fire,7.3,3200,105,Comedy
Three Friends,6.6,602,117,Comedy
Unspeakable: Beyond the Wall of Sleep,5.9,37,90,Comedy
The Supremes at Earl's All-You-Can-Eat,6.4,1400,124,Comedy
Timestalker,5.5,2800,89,Comedy
Rats!,8,77,85,Comedy
The Gentleman,7.9,94,103,Comedy
Ultraman: Rising,6.9,6200,117,Comedy
I Love You Forever,6.2,90,89,Comedy
Panda Plan,5.1,1100,99,Comedy
The Astronaut Lovers,7.1,548,116,Comedy
10 Lives,5.9,1800,88,Comedy
Doraemon the Movie: Nobita's Earth Symphony,6.6,1400,115,Comedy
Running on Empty,4.9,532,91,Comedy
Not Another Church Movie,2.2,1100,90,Comedy
Peter Five Eight,3.5,1100,100,Comedy
Srikakulam Sherlockholmes,8.2,2300,125,Comedy
The Trainer,7.2,52,95,Comedy
Plan B,5.9,1100,90,Comedy
Premalu,7.8,19000,156,Comedy
Autumn and the Black Jaguar,5.6,961,100,Comedy
Casatoria,6.4,2500,96,Comedy
The Thundermans Return,5,1800,70,Comedy
Carved,4.4,2700,95,Comedy
Peacock,7.2,313,102,Comedy
Hisaab Barabar,5.7,1600,112,Comedy
Heavier Trip,6,1200,96,Comedy
Woody Woodpecker Goes to Camp,4.5,2500,100,Comedy
Mars,8.9,19,84,Comedy
Longing,4.7,775,111,Comedy
Inheritance,5.1,3400,94,Comedy
Dan Da Dan: First Encounter,8.2,2600,83,Comedy
Everybody Loves Jenifa,8.4,78,135,Comedy
Harry Potter and the Stone,8,155,152,Comedy
Diamanti,7,968,135,Comedy
Hello Mummy,5.6,3200,136,Comedy
My Fathers' Daughter,6.6,71,78,Comedy
Buffalo Kids,6.6,632,93,Comedy
Jim's Story,6.8,826,101,Comedy
Die Hart 2: Die Harter,4.3,5400,92,Comedy
Christmas Eve in Miller's Point,5.6,2300,106,Comedy
Young Werther,5.7,202,101,Comedy
Crew,5.8,37000,118,Comedy
Mittran Da Challeya Truck Ni,8.3,686,131,Comedy
Krazy House,4.8,1400,89,Comedy
Monster on a Plane,5.5,2300,88,Comedy
Half Baked: Totally High,4.6,339,97,Comedy
Love in the Big City,7.5,1300,118,Comedy
French Girl,5.5,2300,106,Comedy
The Real Bros of Simi Valley: The Movie,7.1,1000,106,Comedy
Seven Cemeteries,4.5,497,84,Comedy
Moartea in vacanta,6.7,1400,89,Comedy
Layla,6.1,329,100,Comedy
A Hip Hop Story,8.7,105,90,Comedy
The Southern Chronicles,8.8,2300,120,Comedy
How Could I Live Without You?,6.9,923,105,Comedy
Zero,6.1,38,88,Comedy
Lost & Found in Cleveland,8.5,18,0,Comedy
Audrey,5.7,280,97,Comedy
Blame the Game,5.4,4900,92,Comedy
Mukadderat,7.3,486,90,Comedy
Perfect Endings,5.5,184,100,Comedy
Operation Taco Gary's,6.5,26,88,Comedy
Crayon Shin-chan: Ora's Dinosaur Diary,6.5,310,106,Comedy
And Mrs,5.8,682,111,Comedy
Slay,6.5,1100,99,Comedy
Little Death,5.4,200,110,Comedy
The Present,5.5,850,86,Comedy
The Groomsmen: First Look,6.1,377,82,Comedy
The Lifeguards,3.9,136,107,Comedy
Dead Talents Society,7.4,799,105,Comedy
Two to One,6,690,116,Comedy
À bicyclette!,7.1,131,90,Comedy
The Other Way Around,6.4,1300,114,Comedy
Prom Dates,5.2,1600,86,Comedy
Teri Baaton Mein Aisa Uljha Jiya,6.2,54000,141,Comedy
A Legend,4.7,855,129,Comedy
Stress Positions,5,609,95,Comedy
Vicky Vidya Ka Woh Wala Video,5.2,11000,152,Comedy
Dog on Trial,6.1,578,83,Comedy
Man and Witch: The Dance of a Thousand Steps,5.5,326,94,Comedy
Killer Body Count,4.7,633,109,Comedy
Lesson Learned,7.7,1900,119,Comedy
Crackcoon,3.6,400,88,Comedy
Still Fabulous,4.9,839,92,Comedy
Griffin in Summer,7.2,152,90,Comedy
Her Story,7.7,1700,123,Comedy
Memory Lane,7.4,1700,98,Comedy
Handsome Guys,6.5,751,101,Comedy
Cells at Work!,6.8,168,109,Comedy
El Heredero,8.2,35,103,Comedy
Cocorico,5.8,3100,92,Comedy
Four Mothers,7.6,85,89,Comedy
Paying for It,7.6,92,85,Comedy
Chantal in Fairyland,4.6,2600,118,Comedy
Feeling Randy,7.8,460,81,Comedy
The Throwback,5.5,341,96,Comedy
Frankie Freako,5.6,1000,85,Comedy
Stealing Pulp Fiction,6.3,18,78,Comedy
Música,6.4,5000,91,Comedy
Books & Drinks,6.5,75,94,Comedy
London Calling,7.5,17,109,Comedy
Cassino in Ischia,4.4,229,113,Comedy
Corina,7.6,270,96,Comedy
Beyond the Likes,6.9,16,110,Comedy
The Deb,7.7,68,121,Comedy
Rockbottom,7.4,82,82,Comedy
Nice Girls,4.2,1200,92,Comedy
Lubber Pandhu,8.2,5800,146,Comedy
How to Make a Killing,6.6,675,109,Comedy
The Private Eye,3.6,126,115,Comedy
A.R.M,7.1,8500,150,Comedy
Bau: Artist at War,7.1,52,130,Comedy
Don't Mess with Grandma,6.1,144,81,Comedy
The Christmas Letter,4.1,176,94,Comedy
Good Bad Things,5.8,187,96,Comedy
Meet Me Next Christmas,5.7,8400,105,Comedy
Meet the Barbarians,6.5,419,101,Comedy
Una Pequeña Confusion,6.2,204,107,Comedy
Destroy All Neighbors,5.3,2000,85,Comedy
No Pressure,5.1,1100,111,Comedy
Haikyu!! The Dumpster Battle,7.7,6000,85,Comedy
Camp Crasher,5.4,778,95,Comedy
Retreat Vama Veche,3.9,914,90,Comedy
Wild Wild Punjab,6.2,15000,109,Comedy
Marcello Mio,5.9,868,120,Comedy
Non Negotiable,5.4,1200,87,Comedy
Shabab Albomb,4.7,197,105,Comedy
Tim Travers & the Time Travelers Paradox,6.9,273,95,Comedy
Mission: Cross,6.1,2500,105,Comedy
"Love, Divided",5.9,4500,98,Comedy
À l'ancienne,4.5,248,89,Comedy
Almost Paradise,6.5,530,120,Comedy
Vaazha: Biopic of a Billion Boys,7.3,3900,125,Comedy
Rap World,7.8,484,56,Comedy
The Holiday List,4.3,194,85,Comedy
The Black Sea,8,74,96,Comedy
U Are the Universe,7.8,232,90,Comedy
Mr. Manhattan,6.7,430,110,Comedy
Sew Torn,6.6,191,100,Comedy
Suspended Time,5.3,278,105,Comedy
Der Buchspazierer,7.3,354,98,Comedy
Triumph,5.7,116,98,Comedy
Nuked,7.9,42,86,Comedy
Believe in Christmas,6.1,820,90,Comedy
Lucky Winners,6.2,1400,103,Comedy
My Annoying Brother,7.5,177,114,Comedy
Breakup Season,5.8,303,102,Comedy
Alles Fifty Fifty,6.3,413,113,Comedy
Dear Paris,5.6,299,108,Comedy
Yolo,6.9,3600,129,Comedy
Last Night at Terrace Lanes,4.3,613,75,Comedy
Mascarpone: The Rainbow Cake,6.1,476,105,Comedy
Going Viral,6.8,50,90,Comedy
Bad Newz,4.7,26000,142,Comedy
Empire Waist,6.6,162,97,Comedy
Fierce Killer Marsupial,2.4,30,86,Comedy
A Sudden Case of Christmas,5.1,1100,91,Comedy
Blackout,6.1,10000,122,Comedy
Victory,6.4,219,120,Comedy
Divorce,5.8,735,91,Comedy
A Trip Elsewhere,5.6,94,93,Comedy
Jamais sans mon psy,5,179,91,Comedy
Cheerleaders Behaving Badly,7.9,8,120,Comedy
Something's More Than One Thing,9,90,110,Comedy
Bermondsey Tales: Fall of the Roman Empire,4.4,174,99,Comedy
(Un)lucky Sisters,5.2,851,82,Comedy
The Roast of Tom Brady,7.2,5800,179,Comedy
Lesbian Space Princess,8.1,96,87,Comedy
Funny Birds,5.6,221,97,Comedy
ClearMind,4.1,2200,85,Comedy
Murder Mubarak,5.8,51000,140,Comedy
Super Happy Forever,6.9,165,94,Comedy
Throuple,6.7,61,92,Comedy
Cocaine Werewolf,2.3,295,80,Comedy
Un mondo a parte,6.5,1200,113,Comedy
Ryan's World the Movie: Titan Universe Adventure,1.8,641,80,Comedy
Auction,6.4,859,91,Comedy
Reine Mère,5.1,35,93,Comedy
Sur un fil,6.6,62,116,Comedy
Sahbek Rajel,9.1,60,145,Comedy
Mother Father Sister Brother Frank,5.9,178,85,Comedy
"Love, Danielle",8.9,38,79,Comedy
What a Feeling,6.5,213,110,Comedy
The Solitary Gourmet,7.7,68,110,Comedy
Graveyard Shark,3.3,211,97,Comedy
Sketch,8.3,42,92,Comedy
U.S. Palmese,7.2,24,120,Comedy
Ballot,6.3,210,102,Comedy
And the Breadwinner Is...,6.8,241,123,Comedy
Tezgah,5.5,69,100,Comedy
Switch Up,8.6,27,105,Comedy
Haunt Season,4.9,758,81,Comedy
Kangaroo Island,7.5,24,113,Comedy
Another Cabin in the Woods Movie,4.8,190,77,Comedy
Deaner '89,5.9,414,90,Comedy
Holy Cash,7.5,22,94,Comedy
Barbie & Kendra Crash Joe Bob's Drive-In Jamboree,4.8,106,51,Comedy
This Life of Mine,5.5,212,99,Comedy
Swede Caroline,5.4,222,98,Comedy
Say a Little Prayer,8.4,41,103,Comedy
A Gangster's Kiss,4.9,45,81,Comedy
Efsane,5.1,1000,105,Comedy
Disaster Holiday,4.8,671,93,Comedy
The Missile,6.6,990,110,Comedy
Shrek 5: The Contract - A Fan Made Film,7,18,84,Comedy
White Snake: Afloat,6.9,429,133,Comedy
A Family Affair,6.3,10,72,Comedy
Chainsaws Were Singing,7.2,341,117,Comedy
Noah's Ark,4.3,624,96,Comedy
Gelin Takimi,2.4,1700,109,Comedy
I Am Kathalan,6.8,996,115,Comedy
Ajosepo,8.7,52,134,Comedy
2nd Miracle in Cell No. 7,7.8,199,147,Comedy
Boxcutter,9.2,10,93,Comedy
Jamie Foxx: What Had Happened Was...,5.8,2000,68,Comedy
Finalement,5.6,231,127,Comedy
Marry Christmas,6.9,57,85,Comedy
No Time to Spy: A Loud House Movie,6.4,435,81,Comedy
Memes & Nightmares,5.7,76,81,Comedy
I Can't Live Without You,5,788,112,Comedy
Cat and Dog,5.3,1100,86,Comedy
Meet the Leroys,6.4,1100,102,Comedy
Goyo,6.6,2200,106,Comedy
Guruvayoor Ambalanadayil,6.6,4500,132,Comedy
La casa,7,907,83,Comedy
When in Rome,6.1,724,98,Comedy
Love... Reconsidered,4.3,128,88,Comedy
Mord,6.9,121,84,Comedy
Trisha on the Rocks,5.2,3000,172,Comedy
Girl Meets Boy,4.6,54,99,Comedy
The Everything Pot,7.4,29,90,Comedy
Crust,6.2,218,102,Comedy
Do Aur Do Pyaar,6.4,12000,140,Comedy
The Contract,3.7,109,90,Comedy
Clickbait: Unfollowed,5,563,90,Comedy
Down the Rabbit Hole,5.6,535,102,Comedy
Om Bheem Bush,5.5,1000,150,Comedy
The Trainers,5.5,274,90,Comedy
Buzz House: The Movie,3.2,1200,93,Comedy
Doin' It,5.8,42,92,Comedy
A Vilã das Nove,6.5,62,103,Comedy
¿Vienes o Voy?,6.7,15,94,Comedy
De Z van Zus,6.6,405,120,Comedy
Baby Assassins: Nice Days,7.3,268,103,Comedy
Successor,6.8,1200,133,Comedy
En tongs au pied de l'Himalaya,6.6,103,93,Comedy
The Actor,3.3,722,128,Comedy
Tillu Square,6.6,3400,137,Comedy
"MoviePass, MovieCrash",6.7,2800,96,Comedy
Dirty Ice Cream,4.5,116,47,Comedy
Extremely Unique Dynamic,7.8,337,73,Comedy
My Divorce Party,3.5,190,91,Comedy
Veni Vidi Vici,5.8,324,86,Comedy
Panda Bear in Africa,5.5,308,84,Comedy
L'amore e altre seghe mentali,5.3,155,88,Comedy
The Art of Nothing,5.2,93,90,Comedy
Jack in Time for Christmas,4.6,1000,66,Comedy
Waarom Wettelen,6.4,405,106,Comedy
Hahacar,7.1,300,135,Comedy
Transilvanian Ninja,5.2,104,90,Comedy
Victoria må dø,5.9,347,85,Comedy
Kakuda,5.3,6300,116,Comedy
Technoboys,5.2,959,109,Comedy
Verliefd op Bali,5.1,290,113,Comedy
Pegasus 2,7,1200,121,Comedy
Menudas piezas,5.8,578,99,Comedy
El Roomie,5.8,302,99,Comedy
The Price of Nonna's Inheritance,5.3,1100,90,Comedy
1995,6.8,582,120,Comedy
Umjolo: The Gone Girl,4.4,263,92,Comedy
Juliette au printemps,6.5,217,95,Comedy
Plastic Guns,6.3,589,95,Comedy
Yasam Koçu,3.8,1200,95,Comedy
Nunakuzhi,6.8,2900,125,Comedy
Xiong Shi Shao Nian 2,7.5,184,134,Comedy
A European Christmas,4.7,184,90,Comedy
N'avoue jamais,5.8,432,94,Comedy
The Great Salish Heist,7.1,27,95,Comedy
Love at 39 Degrees,5.5,1300,115,Comedy
"Hemet, or the Landlady Don't Drink Tea",4.3,85,89,Comedy
I Hate Myself and Want to Die,9.7,12,85,Comedy
Killer Babes,3.5,282,94,Comedy
Romeo è Giulietta,6.3,388,105,Comedy
Boy Kaldag,5,40,94,Comedy
Space Sharks,1.5,312,70,Comedy
National Theatre Live: Nye,8,255,160,Comedy
A Halloween Feast,5.5,780,103,Comedy
Not Your Average Family,5.6,105,97,Comedy
Der Spitzname,5.8,453,90,Comedy
Kill Me If You Dare,4.6,1300,94,Comedy
Transmitzvah,4.4,313,100,Comedy
Once Upon a Christmas Wish,6.1,313,90,Comedy
Sharmajee Ki Beti,5.9,5100,116,Comedy
La petite vadrouille,5.6,356,96,Comedy
Challenger,5.7,147,95,Comedy
The Pee Pee Poo Poo Man,8.4,15,79,Comedy
"Silent Night, Bloody Night 3: Descent",3.9,155,100,Comedy
La famille Hennedricks,5.1,161,85,Comedy
Clone Cops,8.1,185,96,Comedy
King of My Castle,4.9,407,109,Comedy
In Good Hands 2,5.3,918,99,Comedy
Father There is Only One 4,5.2,601,90,Comedy
Miss Boots,7.2,124,111,Comedy
Kale Lagan Chhe!?!,7.2,164,115,Comedy
U Pana Boga w Królowym Moscie,4.2,133,132,Comedy
Grrr...,4,805,121,Comedy
Tous toqués !,6.3,175,112,Comedy
Anthony Rodia Totally Relatable,6.4,36,77,Comedy
Suckers,3.2,116,67,Comedy
Salitan,5,241,105,Comedy
Estômago II: O Poderoso Chef,5.8,311,131,Comedy
À toute allure,5.3,157,86,Comedy
Mamífera,6.6,415,93,Comedy
Jerry,8.7,122,116,Comedy
Sin instrucciones,6.6,74,99,Comedy
Tre menn til Vilma,6.8,176,92,Comedy
Anyone But Her,4.9,275,93,Comedy
Überall gibt es ein Hausen,9.1,12,102,Comedy
De Jackpot,4.7,106,103,Comedy
Seni Memahami Kekasih,8,59,91,Comedy
Bonus Trip,4.5,217,113,Comedy
Queens of Drama,6.4,170,114,Comedy
Turbo,5.9,3500,155,Comedy
Tati Part Time,6.2,1400,90,Comedy
Murder and Cocktails,4,357,88,Comedy
Local Kung Fu 3,9.2,30,136,Comedy
Hannah Berner: We Ride at Dawn,6,637,50,Comedy
Dog Days,6.7,298,120,Comedy
The Mick and the Trick,5,75,96,Comedy
Love You to Debt,6.2,747,135,Comedy
I Want to Be Neenja! The Movie,3.9,381,90,Comedy
Gracie and Pedro: Pets to the Rescue,5.1,259,87,Comedy
Klaus & Barroso,5.6,1300,87,Comedy
Fruitcake,5.4,118,97,Comedy
You Are Not Alone,6.2,61,105,Comedy
Mountain Shark,5.1,96,81,Comedy
SuperKlaus,4.3,191,88,Comedy
Thaanara,4.4,778,118,Comedy
The Happiness I Have,5.7,199,103,Comedy
Shukrana,7.7,89,117,Comedy
Erdal ile Ece 2,4.8,794,102,Comedy
4 Zéros,3.5,126,105,Comedy
Mustafar Takes Los Angeles: A Live Staged Reading of Star Wars: Episode III,7.9,22,175,Comedy
Idiyan Chandhu,4.7,204,120,Comedy
One Night in Tokyo,8.1,38,95,Comedy
Air Fryer Slaughter,7,358,90,Comedy
Messy,6.2,14,90,Comedy
Wishing on a Star,6.6,115,99,Comedy
"LSD 2: Love, Sex Aur Dhokha 2",3.8,2800,119,Comedy
Breakfast with Giraffes,6.4,497,97,Comedy
Sad Jokes,6.6,65,96,Comedy
Nado snimat filmy o lyubvi,7.8,29,73,Comedy
Shannon Matthews the Musical the Movie,8,176,91,Comedy
Female 4,7.5,98,81,Comedy
Matt Rife: Lucid - A Crowd Work Special,6.4,1500,54,Comedy
That Kind of Love,5.8,299,136,Comedy
Thekku Vadakku,3.9,305,130,Comedy
Wieczór kawalerski,4.8,432,85,Comedy
The Casagrandes Movie,5.6,652,89,Comedy
Takintilar,2.4,976,96,Comedy
Vidente por Acidente,5,72,93,Comedy
Karataka Dhamanaka,4.7,319,156,Comedy
The Great Nick D,8.8,10,95,Comedy
"María, Me Muero",5.3,69,93,Comedy
Jon Vardar protiv Galaksijata,8.9,60,86,Comedy
The Big Trip 3: Race Around the World,5.7,50,85,Comedy
Maybe Baby 2,5.6,520,105,Comedy
Big City Greens the Movie: Spacecation,6.2,530,0,Comedy
100 litraa sahtia,7.1,21,88,Comedy
Nick and Nicky,8.6,63,112,Comedy
Vanilla Ice Cream,8.1,1200,140,Comedy
Laughing Buddha,7.1,1300,133,Comedy
Ek Daav Bhootacha,5.6,110,146,Comedy
My Wifes X,6.4,728,101,Comedy
"Maya, donne-moi un titre",6.4,47,61,Comedy
Cuerpo escombro,4.8,500,95,Comedy
The Infallibles,4.8,745,99,Comedy
Empire Queen: The Golden Age of Magic,3.2,204,148,Comedy
Nugget Is Dead: A Christmas Story,5.2,436,87,Comedy
Massacre at Femur Creek,7.5,377,82,Comedy
Belyakovy v otpuske,4.7,202,90,Comedy
Game On,2.6,347,85,Comedy
Honeymoonish,5.3,1500,100,Comedy
¿Quién es quién?,6.2,50,95,Comedy
Jolly O Gymkhana,7.4,1500,129,Comedy
Agak Laen,7.6,2800,119,Comedy
Morando com o Crush,5.4,166,90,Comedy
Another German Tank Story,6.1,53,96,Comedy
Spirit Riser,6.7,33,98,Comedy
Delivery Boy,8.3,1100,125,Comedy
Kyuka: Before Summer's End,6.9,84,103,Comedy
Illegal Hayatlar: Meclis,6.8,817,115,Comedy
Os Farofeiros 2,5.7,449,104,Comedy
Hrashwo Deergha,7.9,79,150,Comedy
Vadakkupatti Ramasamy,6.2,1000,146,Comedy
Troubleshooters,6.7,401,110,Comedy
My Ex's Wedding,8.5,43,95,Comedy
Bocchi the Rock! Re:,7.5,142,90,Comedy
Kahan Shuru Kahan Khatam,6.2,3100,107,Comedy
Amazon Bullseye,5.3,181,113,Comedy
My Boyfriend Is a Sex Worker,4.8,13,50,Comedy
Bidurbhai,9.2,375,148,Comedy
The Property,7.6,51,110,Comedy
Hotel Bitcoin,4.9,349,101,Comedy
Pilot,6.2,750,110,Comedy
Nadikar,5.3,443,142,Comedy
The Boys,4.7,136,131,Comedy
Staycation,7.1,102,94,Comedy
L'heureuse élue,5.3,198,91,Comedy
Members Club,4.7,152,90,Comedy
Group Therapy,6.2,24,86,Comedy
Swargathile Katturumbu,4.2,649,139,Comedy
For Prophet,5.4,104,105,Comedy
Re:Human,5.8,40,108,Comedy
Maybe More,6.3,426,77,Comedy
Kang Mak,6.4,760,122,Comedy
Ishq Vishk Rebound,5.6,7100,106,Comedy
Amiche mai,7.1,12,90,Comedy
Rent Free,7.8,63,93,Comedy
Mala persona,5.2,366,99,Comedy
Filthy Animals,7.4,87,96,Comedy
Don't Be Embarrassed 2,3.3,230,95,Comedy
"Aku Jati, Aku Asperger",8.6,16,88,Comedy
